Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
5	4	256	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
5	4	256	netdev://[00:00:00:00:00:07]	InNacks	0	0	0	0
5	4	256	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
5	4	256	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
5	4	256	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0.16	0	1	0
5	4	256	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	0	0	0	0
5	4	256	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0.32	0	2	0
5	4	257	internal://	InInterests	0	0	0	0
5	4	257	internal://	OutInterests	0	0	0	0
5	4	257	internal://	InData	0	0	0	0
5	4	257	internal://	OutData	0	0	0	0
5	4	257	internal://	InNacks	0	0	0	0
5	4	257	internal://	OutNacks	0	0	0	0
5	4	257	internal://	InSatisfiedInterests	0.32	0	2	0
5	4	257	internal://	InTimedOutInterests	0	0	0	0
5	4	257	internal://	OutSatisfiedInterests	0	0	0	0
5	4	257	internal://	OutTimedOutInterests	0	0	0	0
5	4	258	appFace://	InInterests	0.48	0.0117188	3	0.0732422
5	4	258	appFace://	OutInterests	0.32	0.0121875	2	0.0761719
5	4	258	appFace://	InData	0	0	0	0
5	4	258	appFace://	OutData	0	0	0	0
5	4	258	appFace://	InNacks	0	0	0	0
5	4	258	appFace://	OutNacks	0	0	0	0
5	4	258	appFace://	InSatisfiedInterests	0	0	0	0
5	4	258	appFace://	InTimedOutInterests	0.32	0	2	0
5	4	258	appFace://	OutSatisfiedInterests	0	0	0	0
5	4	258	appFace://	OutTimedOutInterests	0.16	0	1	0
5	4	-1	all	SatisfiedInterests	0.48	0	3	0
5	4	-1	all	TimedOutInterests	0.48	0	3	0
10	0	1	internal://	InInterests	0	0	0	0
10	0	1	internal://	OutInterests	0	0	0	0
10	0	1	internal://	InData	0	0	0	0
10	0	1	internal://	OutData	0	0	0	0
10	0	1	internal://	InNacks	0	0	0	0
10	0	1	internal://	OutNacks	0	0	0	0
10	0	1	internal://	InSatisfiedInterests	0	0	0	0
10	0	1	internal://	InTimedOutInterests	0	0	0	0
10	0	1	internal://	OutSatisfiedInterests	0.064	0	0	0
10	0	1	internal://	OutTimedOutInterests	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	InInterests	0.224	0.00546875	1	0.0244141
10	0	256	netdev://[00:00:00:00:00:01]	OutInterests	0.224	0.00853125	1	0.0380859
10	0	256	netdev://[00:00:00:00:00:01]	InData	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0.192	0	1	0
10	0	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	0	0	0	0
10	0	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0.192	0	1	0
10	0	257	internal://	InInterests	0	0	0	0
10	0	257	internal://	OutInterests	0	0	0	0
10	0	257	internal://	InData	0	0	0	0
10	0	257	internal://	OutData	0	0	0	0
10	0	257	internal://	InNacks	0	0	0	0
10	0	257	internal://	OutNacks	0	0	0	0
10	0	257	internal://	InSatisfiedInterests	0.064	0	0	0
10	0	257	internal://	InTimedOutInterests	0	0	0	0
10	0	257	internal://	OutSatisfiedInterests	0	0	0	0
10	0	257	internal://	OutTimedOutInterests	0	0	0	0
10	0	258	appFace://	InInterests	0.224	0.00853125	1	0.0380859
10	0	258	appFace://	OutInterests	0.224	0.00546875	1	0.0244141
10	0	258	appFace://	InData	0	0	0	0
10	0	258	appFace://	OutData	0	0	0	0
10	0	258	appFace://	InNacks	0	0	0	0
10	0	258	appFace://	OutNacks	0	0	0	0
10	0	258	appFace://	InSatisfiedInterests	0	0	0	0
10	0	258	appFace://	InTimedOutInterests	0.192	0	1	0
10	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
10	0	258	appFace://	OutTimedOutInterests	0.192	0	1	0
10	0	-1	all	SatisfiedInterests	0.096	0	0	0
10	0	-1	all	TimedOutInterests	0.384	0	2	0
10	1	1	internal://	InInterests	0	0	0	0
10	1	1	internal://	OutInterests	0	0	0	0
10	1	1	internal://	InData	0	0	0	0
10	1	1	internal://	OutData	0	0	0	0
10	1	1	internal://	InNacks	0	0	0	0
10	1	1	internal://	OutNacks	0	0	0	0
10	1	1	internal://	InSatisfiedInterests	0	0	0	0
10	1	1	internal://	InTimedOutInterests	0	0	0	0
10	1	1	internal://	OutSatisfiedInterests	0.064	0	0	0
10	1	1	internal://	OutTimedOutInterests	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	InInterests	0.224	0.00853125	1	0.0380859
10	1	256	netdev://[00:00:00:00:00:02]	OutInterests	0.224	0.00546875	1	0.0244141
10	1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	OutData	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0.192	0	1	0
10	1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
10	1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0.192	0	1	0
10	1	257	netdev://[00:00:00:00:00:03]	InInterests	0.064	0.0015625	0	0
10	1	257	netdev://[00:00:00:00:00:03]	OutInterests	0.064	0.0024375	0	0
10	1	257	netdev://[00:00:00:00:00:03]	InData	0	0	0	0
10	1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
10	1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
10	1	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
10	1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
10	1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0.192	0	1	0
10	1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	0	0	0	0
10	1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0.192	0	1	0
10	1	258	netdev://[00:00:00:00:00:05]	InInterests	0.352	0.00859375	2	0.0488281
10	1	258	netdev://[00:00:00:00:00:05]	OutInterests	0.352	0.0134062	2	0.0761719
10	1	258	netdev://[00:00:00:00:00:05]	InData	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	0	0	0	0
10	1	258	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0.192	0	1	0
10	1	259	internal://	InInterests	0	0	0	0
10	1	259	internal://	OutInterests	0	0	0	0
10	1	259	internal://	InData	0	0	0	0
10	1	259	internal://	OutData	0	0	0	0
10	1	259	internal://	InNacks	0	0	0	0
10	1	259	internal://	OutNacks	0	0	0	0
10	1	259	internal://	InSatisfiedInterests	0.064	0	0	0
10	1	259	internal://	InTimedOutInterests	0	0	0	0
10	1	259	internal://	OutSatisfiedInterests	0	0	0	0
10	1	259	internal://	OutTimedOutInterests	0	0	0	0
10	1	-1	all	SatisfiedInterests	0.064	0	0	0
10	1	-1	all	TimedOutInterests	0.384	0	2	0
10	2	1	internal://	InInterests	0	0	0	0
10	2	1	internal://	OutInterests	0	0	0	0
10	2	1	internal://	InData	0	0	0	0
10	2	1	internal://	OutData	0	0	0	0
10	2	1	internal://	InNacks	0	0	0	0
10	2	1	internal://	OutNacks	0	0	0	0
10	2	1	internal://	InSatisfiedInterests
